Ranking,Prob_Fraude_%,Nivel_Risco,Cliente,Merchant,Categoria,Valor_R$,Motivos_Suspeita,Score_Regras,Media_Cliente_R$,Valor_Relativo_x,Taxa_Fraude_Merchant_%,Data_Analise
642,97.54,🔴 CRÍTICO,C483009385,M348934600,es_transportation,248.76,Merchant com histórico de fraudes (93.0%),0,150.48,1.6530551107880846,92.97,2026-01-09 17:51
643,97.54,🔴 CRÍTICO,C739658140,M495352832,es_travel,35.39,Merchant com histórico de fraudes (81.9%),0,422.55,0.08375363495428836,81.9,2026-01-09 17:51
644,97.54,🔴 CRÍTICO,C267009229,M348934600,es_transportation,439.35,Padrão geral suspeito detectado pelo modelo,1,105.27,4.173723598490806,2.73,2026-01-09 17:51
645,97.53,🔴 CRÍTICO,C629808856,M348934600,es_transportation,394.4,Merchant com histórico de fraudes (43.9%),0,303.45,1.2997120961851565,43.88,2026-01-09 17:51
646,97.5,🔴 CRÍTICO,C2091583256,M1823072687,es_transportation,342.47,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.1x acima da média,2,55.89,6.127510998384545,43.88,2026-01-09 17:51
647,97.48,🔴 CRÍTICO,C1136859577,M348934600,es_transportation,488.35,Merchant com histórico de fraudes (10.4%),1,136.81,3.569614212893195,10.42,2026-01-09 17:51
648,97.47,🔴 CRÍTICO,C1156672988,M1823072687,es_transportation,257.83,Merchant com histórico de fraudes (83.9%),0,92.08,2.8000651303207524,83.9,2026-01-09 17:51
649,97.47,🔴 CRÍTICO,C2131498052,M348934600,es_transportation,168.81,Padrão geral suspeito detectado pelo modelo,0,577.58,0.2922695676835648,4.24,2026-01-09 17:51
650,97.46,🔴 CRÍTICO,C1621026927,M1823072687,es_transportation,171.17,Merchant com histórico de fraudes (81.9%),1,44.81,3.819735699818448,81.9,2026-01-09 17:51
651,97.46,🔴 CRÍTICO,C573104116,M348934600,es_transportation,608.32,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (21.0%),1,660.17,0.9214642753019981,20.97,2026-01-09 17:51
652,97.45,🔴 CRÍTICO,C1200227736,M1823072687,es_transportation,179.59,Merchant com histórico de fraudes (21.0%),0,502.77,0.35720288133739175,20.97,2026-01-09 17:51
653,97.44,🔴 CRÍTICO,C1767734624,M348934600,es_transportation,346.34,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 9.7x acima da média,2,35.68,9.705519429108238,11.47,2026-01-09 17:51
654,97.42,🔴 CRÍTICO,C487569403,M348934600,es_transportation,298.94,Merchant com histórico de fraudes (7.4%),0,577.58,0.5175704316291977,7.42,2026-01-09 17:51
655,97.41,🔴 CRÍTICO,C1154612561,M1823072687,es_transportation,258.16,Merchant com histórico de fraudes (64.6%),0,101.98,2.531476735325782,64.57,2026-01-09 17:51
656,97.38,🔴 CRÍTICO,C1023803355,M151143676,es_barsandrestaurants,462.04,Merchant com histórico de fraudes (57.2%),0,220.49,2.095482847120928,57.24,2026-01-09 17:51
657,97.37,🔴 CRÍTICO,C1760492708,M1823072687,es_transportation,326.42,Merchant com histórico de fraudes (21.0%),1,84.99,3.8407281766130303,20.97,2026-01-09 17:51
658,97.35,🔴 CRÍTICO,C1314685160,M348934600,es_transportation,192.78,Merchant com histórico de fraudes (93.0%),0,599.8,0.3214084748245725,92.97,2026-01-09 17:51
659,97.31,🔴 CRÍTICO,C76052944,M348934600,es_transportation,851.2,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 16.4x acima da média,2,52.04,16.356059109014442,83.4,2026-01-09 17:51
660,97.3,🔴 CRÍTICO,C1374011975,M348934600,es_transportation,585.56,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 12.5x acima da média,2,46.97,12.46601708518778,83.4,2026-01-09 17:51
661,97.28,🔴 CRÍTICO,C1658315324,M348934600,es_transportation,554.48,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 11.9x acima da média,2,46.78,11.851930284859673,83.4,2026-01-09 17:51
662,97.28,🔴 CRÍTICO,C1563705147,M348934600,es_transportation,279.49,Merchant com histórico de fraudes (83.9%),0,317.5,0.8802834617943829,83.9,2026-01-09 17:51
663,97.27,🔴 CRÍTICO,C426128777,M348934600,es_transportation,201.43,Merchant com histórico de fraudes (57.2%),0,320.29,0.6289028157177287,57.24,2026-01-09 17:51
664,97.24,🔴 CRÍTICO,C1306889886,M348934600,es_transportation,186.69,Merchant com histórico de fraudes (43.9%),0,320.29,0.5828817289695812,43.88,2026-01-09 17:51
665,97.17,🔴 CRÍTICO,C1899001756,M1823072687,es_transportation,316.86,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 7.3x acima da média,2,43.28,7.32174586829197,43.88,2026-01-09 17:51
666,97.13,🔴 CRÍTICO,C775533998,M348934600,es_transportation,269.33,Merchant com histórico de fraudes (43.9%),0,236.13,1.140622806387709,43.88,2026-01-09 17:51
667,97.11,🔴 CRÍTICO,C447271561,M1823072687,es_transportation,164.56,Merchant com histórico de fraudes (43.9%),0,502.77,0.3273083476411893,43.88,2026-01-09 17:51
668,97.11,🔴 CRÍTICO,C1532144144,M348934600,es_transportation,318.25,Merchant com histórico de fraudes (43.9%) | Valor 5.3x acima da média,1,60.48,5.262352212729915,43.88,2026-01-09 17:51
669,97.08,🔴 CRÍTICO,C1705346216,M348934600,es_transportation,310.13,Merchant com histórico de fraudes (57.2%),1,71.58,4.332634753665343,57.24,2026-01-09 17:51
670,97.01,🔴 CRÍTICO,C1486961552,M1823072687,es_transportation,198.89,Merchant com histórico de fraudes (43.9%),0,320.29,0.6209724520582784,43.88,2026-01-09 17:51
671,96.96,🔴 CRÍTICO,C1418055040,M1823072687,es_transportation,362.27,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 7.9x acima da média,2,46.04,7.86821851441749,20.97,2026-01-09 17:51
672,96.89,🔴 CRÍTICO,C2089485741,M348934600,es_transportation,502.84,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.3%) | Valor 13.5x acima da média,2,37.35,13.463682620162983,11.25,2026-01-09 17:51
673,96.87,🔴 CRÍTICO,C1196357413,M1823072687,es_transportation,298.89,Merchant com histórico de fraudes (93.0%),0,222.82,1.3413845969366374,92.97,2026-01-09 17:51
674,96.86,🔴 CRÍTICO,C152830802,M348934600,es_transportation,57.48,Merchant com histórico de fraudes (43.9%),0,577.58,0.09951812540993606,43.88,2026-01-09 17:51
675,96.84,🔴 CRÍTICO,C261768480,M348934600,es_transportation,304.64,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.4x acima da média,2,47.52,6.4110789187444785,43.88,2026-01-09 17:51
676,96.8,🔴 CRÍTICO,C673469784,M1823072687,es_transportation,466.35,Merchant com histórico de fraudes (43.9%),0,747.17,0.6241551445800084,43.88,2026-01-09 17:51
677,96.8,🔴 CRÍTICO,C578309168,M348934600,es_transportation,267.15,Merchant com histórico de fraudes (93.0%),0,490.88,0.544221766403952,92.97,2026-01-09 17:51
678,96.76,🔴 CRÍTICO,C741739992,M480139044,es_health,908.34,Merchant com histórico de fraudes (43.9%),0,723.6,1.2553125803205571,43.88,2026-01-09 17:51
679,96.75,🔴 CRÍTICO,C1427325535,M348934600,es_transportation,299.39,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.6x acima da média,2,45.68,6.554451476886248,43.88,2026-01-09 17:51
680,96.74,🔴 CRÍTICO,C1276892406,M348934600,es_transportation,293.87,Padrão geral suspeito detectado pelo modelo,0,193.79,1.5164230820605358,2.73,2026-01-09 17:51
681,96.74,🔴 CRÍTICO,C91915601,M209847108,es_wellnessandbeauty,444.18,Merchant com histórico de fraudes (7.4%),1,121.75,3.6482057637330843,7.42,2026-01-09 17:51
682,96.72,🔴 CRÍTICO,C1581709798,M348934600,es_transportation,355.82,Merchant com histórico de fraudes (21.0%),0,577.58,0.6160497457091763,20.97,2026-01-09 17:51
683,96.72,🔴 CRÍTICO,C118836015,M348934600,es_transportation,327.19,Padrão geral suspeito detectado pelo modelo,0,471.55,0.6938594445762627,4.24,2026-01-09 17:51
684,96.72,🔴 CRÍTICO,C232369406,M1823072687,es_transportation,146.04,Merchant com histórico de fraudes (43.9%),0,302.7,0.48245494147591056,43.88,2026-01-09 17:51
685,96.69,🔴 CRÍTICO,C1123627503,M85975013,es_food,294.2,Valor acima do padrão do cliente | Merchant com histórico de fraudes (22.8%) | Valor 6.8x acima da média,2,43.09,6.827858144805705,22.77,2026-01-09 17:51
686,96.68,🔴 CRÍTICO,C1214582637,M348934600,es_transportation,804.99,Valor acima do padrão do cliente | Merchant com histórico de fraudes (5.1%) | Valor 14.5x acima da média,2,55.52,14.498912628510883,5.06,2026-01-09 17:51
687,96.68,🔴 CRÍTICO,C758849918,M1198415165,es_wellnessandbeauty,212.75,Padrão geral suspeito detectado pelo modelo,0,515.7,0.4125495312799394,4.24,2026-01-09 17:51
688,96.68,🔴 CRÍTICO,C1807567788,M348934600,es_transportation,770.83,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 13.9x acima da média,2,55.65,13.85099094053981,83.4,2026-01-09 17:51
689,96.67,🔴 CRÍTICO,C725705195,M1823072687,es_transportation,418.89,Merchant com histórico de fraudes (43.9%),0,180.73,2.31781454162777,43.88,2026-01-09 17:51
690,96.66,🔴 CRÍTICO,C1700159150,M1823072687,es_transportation,250.1,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 5.6x acima da média,2,44.53,5.616883419661776,81.9,2026-01-09 17:51
691,96.64,🔴 CRÍTICO,C59263760,M348934600,es_transportation,241.28,Merchant com histórico de fraudes (81.9%),0,222.82,1.0828374169389134,81.9,2026-01-09 17:51
692,96.62,🔴 CRÍTICO,C615816786,M480139044,es_health,309.2,Merchant com histórico de fraudes (21.0%),0,471.55,0.6557087327332144,20.97,2026-01-09 17:51
693,96.61,🔴 CRÍTICO,C345996643,M50039827,es_health,298.62,Merchant com histórico de fraudes (43.9%),0,234.75,1.2720788836796253,43.88,2026-01-09 17:51
694,96.6,🔴 CRÍTICO,C1648056680,M348934600,es_transportation,382.52,Valor acima do padrão do cliente | Valor 8.1x acima da média,2,47.04,8.131645396756984,1.63,2026-01-09 17:51
695,96.58,🔴 CRÍTICO,C2036557936,M348934600,es_transportation,325.76,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 7.8x acima da média,2,41.72,7.807508037934937,11.47,2026-01-09 17:51
696,96.55,🔴 CRÍTICO,C1051712338,M348934600,es_transportation,496.17,Merchant com histórico de fraudes (43.9%),0,303.45,1.6350865891586948,43.88,2026-01-09 17:51
697,96.54,🔴 CRÍTICO,C1164613439,M1823072687,es_transportation,209.3,Merchant com histórico de fraudes (81.9%) | Valor 5.1x acima da média,1,41.04,5.100166019342456,81.9,2026-01-09 17:51
698,96.48,🔴 CRÍTICO,C420340345,M348934600,es_transportation,340.05,Merchant com histórico de fraudes (7.4%),1,92.58,3.6730394937023165,7.42,2026-01-09 17:51
699,96.48,🔴 CRÍTICO,C967109509,M1823072687,es_transportation,251.83,Merchant com histórico de fraudes (95.7%),0,811.64,0.31027379162844304,95.71,2026-01-09 17:51
700,96.46,🔴 CRÍTICO,C245117318,M1823072687,es_transportation,524.77,Merchant com histórico de fraudes (57.2%),0,286.65,1.8307154193540307,57.24,2026-01-09 17:51
701,96.46,🔴 CRÍTICO,C34104097,M348934600,es_transportation,492.49,Merchant com histórico de fraudes (57.2%),0,176.45,2.791054825981679,57.24,2026-01-09 17:51
702,96.44,🔴 CRÍTICO,C579648989,M209847108,es_wellnessandbeauty,224.2,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 5.8x acima da média,2,38.92,5.760851462509093,81.9,2026-01-09 17:51
703,96.44,🔴 CRÍTICO,C1561307190,M1823072687,es_transportation,146.65,Merchant com histórico de fraudes (64.6%),0,320.29,0.4578692246686437,64.57,2026-01-09 17:51
704,96.43,🔴 CRÍTICO,C1828345671,M1823072687,es_transportation,148.82,Merchant com histórico de fraudes (81.9%),0,234.75,0.6339521112758751,81.9,2026-01-09 17:51
705,96.41,🔴 CRÍTICO,C1816212551,M348934600,es_transportation,247.41,Valor acima do padrão do cliente | Merchant com histórico de fraudes (30.2%) | Valor 6.3x acima da média,2,39.39,6.280528312269517,30.24,2026-01-09 17:51
706,96.41,🔴 CRÍTICO,C741680636,M348934600,es_transportation,159.82,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%),2,32.32,4.945493936633199,81.9,2026-01-09 17:51
707,96.31,🔴 CRÍTICO,C2128589842,M151143676,es_barsandrestaurants,262.73,Valor acima do padrão do cliente | Merchant com histórico de fraudes (22.8%) | Valor 7.3x acima da média,2,36.09,7.280233947309983,22.77,2026-01-09 17:51
708,96.28,🔴 CRÍTICO,C582173326,M1946091778,es_wellnessandbeauty,68.83,Merchant com histórico de fraudes (64.6%),0,320.29,0.2149003664094289,64.57,2026-01-09 17:51
709,96.22,🔴 CRÍTICO,C399389739,M1823072687,es_transportation,249.39,Merchant com histórico de fraudes (81.9%),0,95.12,2.6218001231216146,81.9,2026-01-09 17:51
710,96.2,🔴 CRÍTICO,C270217031,M1823072687,es_transportation,312.86,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 7.5x acima da média,2,41.79,7.486927729897034,43.88,2026-01-09 17:51
711,96.17,🔴 CRÍTICO,C1486017704,M348934600,es_transportation,255.04,Padrão geral suspeito detectado pelo modelo,1,62.05,4.110454430367663,4.24,2026-01-09 17:51
712,96.17,🔴 CRÍTICO,C2137070408,M1823072687,es_transportation,39.58,Merchant com histórico de fraudes (81.9%),0,422.55,0.09366964881296222,81.9,2026-01-09 17:51
713,96.15,🔴 CRÍTICO,C908162687,M348934600,es_transportation,303.75,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 5.2x acima da média,2,58.75,5.170112104346214,43.88,2026-01-09 17:51
714,96.09,🔴 CRÍTICO,C120279480,M855959430,es_hyper,220.58,Merchant com histórico de fraudes (22.8%),0,241.31,0.9140939003187025,22.77,2026-01-09 17:51
715,95.97,🔴 CRÍTICO,C333185464,M348934600,es_transportation,51.34,Merchant com histórico de fraudes (81.9%),0,515.7,0.09955484341204272,81.9,2026-01-09 17:51
716,95.96,🔴 CRÍTICO,C1784864427,M1823072687,es_transportation,209.21,Merchant com histórico de fraudes (22.8%),0,263.64,0.7935464535679008,22.77,2026-01-09 17:51
717,95.94,🔴 CRÍTICO,C2125297333,M1823072687,es_transportation,454.62,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 10.0x acima da média,2,45.57,9.977137105552584,11.45,2026-01-09 17:51
718,95.91,🔴 CRÍTICO,C686669439,M1823072687,es_transportation,16.0,Merchant com histórico de fraudes (64.6%),0,325.81,0.049107973961188406,64.57,2026-01-09 17:51
719,95.9,🔴 CRÍTICO,C1872803698,M1823072687,es_transportation,279.04,Valor acima do padrão do cliente | Merchant com histórico de fraudes (30.2%) | Valor 6.3x acima da média,2,44.31,6.297108567870201,30.24,2026-01-09 17:51
720,95.82,🔴 CRÍTICO,C1865204568,M1823072687,es_transportation,432.05,Padrão geral suspeito detectado pelo modelo,0,263.64,1.6387923391043044,2.73,2026-01-09 17:51
721,95.82,🔴 CRÍTICO,C1053477622,M348934600,es_transportation,317.48,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 8.3x acima da média,2,38.28,8.292647362639602,11.47,2026-01-09 17:51
722,95.81,🔴 CRÍTICO,C677660361,M348934600,es_transportation,190.02,Merchant com histórico de fraudes (43.9%),0,435.45,0.43637616158829684,43.88,2026-01-09 17:51
723,95.8,🔴 CRÍTICO,C1088768738,M1823072687,es_transportation,408.87,Merchant com histórico de fraudes (64.6%),0,224.29,1.82295241953296,64.57,2026-01-09 17:51
724,95.75,🔴 CRÍTICO,C1909782411,M348934600,es_transportation,204.21,Merchant com histórico de fraudes (43.9%),0,263.64,0.7745811447019789,43.88,2026-01-09 17:51
725,95.73,🔴 CRÍTICO,C608547225,M348934600,es_transportation,598.72,Valor acima do padrão do cliente | Merchant com histórico de fraudes (6.5%) | Valor 11.2x acima da média,2,53.66,11.156864149178503,6.45,2026-01-09 17:51
726,95.67,🔴 CRÍTICO,C1425719203,M348934600,es_transportation,250.05,Merchant com histórico de fraudes (81.9%),0,112.01,2.2323381277433243,81.9,2026-01-09 17:51
727,95.65,🔴 CRÍTICO,C142251484,M348934600,es_transportation,276.72,Merchant com histórico de fraudes (43.9%),0,134.98,2.0500191703580013,43.88,2026-01-09 17:51
728,95.64,🔴 CRÍTICO,C1986443469,M1823072687,es_transportation,350.74,Merchant com histórico de fraudes (10.4%) | Valor 6.5x acima da média,1,53.71,6.5302929470536775,10.42,2026-01-09 17:51
729,95.64,🔴 CRÍTICO,C117112395,M1823072687,es_transportation,568.71,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 11.2x acima da média,2,50.82,11.190672743198098,20.97,2026-01-09 17:51
730,95.64,🔴 CRÍTICO,C2043927860,M348934600,es_transportation,424.55,Merchant com histórico de fraudes (7.4%),0,263.64,1.6103443758054217,7.42,2026-01-09 17:51
731,95.63,🔴 CRÍTICO,C2084566155,M692898500,es_health,181.0,Merchant com histórico de fraudes (83.4%),0,302.7,0.5979481265895632,83.4,2026-01-09 17:51
732,95.6,🔴 CRÍTICO,C1101722853,M348934600,es_transportation,359.9,Merchant com histórico de fraudes (43.9%),0,320.79,1.1219294200031296,43.88,2026-01-09 17:51
733,95.6,🔴 CRÍTICO,C455036670,M348934600,es_transportation,137.86,Merchant com histórico de fraudes (93.0%),0,241.31,0.5712983275815411,92.97,2026-01-09 17:51
734,95.59,🔴 CRÍTICO,C346693029,M348934600,es_transportation,782.66,Merchant com histórico de fraudes (66.7%),0,897.94,0.8716124029070685,66.67,2026-01-09 17:51
735,95.58,🔴 CRÍTICO,C2029028090,M1788569036,es_sportsandtoys,339.73,Merchant com histórico de fraudes (21.0%),0,320.29,1.0607017504035345,20.97,2026-01-09 17:51
736,95.58,🔴 CRÍTICO,C628232611,M980657600,es_sportsandtoys,139.08,Merchant com histórico de fraudes (81.9%),0,325.81,0.4268710636576303,81.9,2026-01-09 17:51
737,95.57,🔴 CRÍTICO,C1387070447,M97925176,es_wellnessandbeauty,41.23,Merchant com histórico de fraudes (83.9%),0,471.55,0.08743489990488497,83.9,2026-01-09 17:51
738,95.54,🔴 CRÍTICO,C719598710,M348934600,es_transportation,79.31,Merchant com histórico de fraudes (66.7%),0,378.51,0.2095302093217491,66.67,2026-01-09 17:51
739,95.54,🔴 CRÍTICO,C1908894965,M840466850,es_tech,379.11,Merchant com histórico de fraudes (66.7%),0,216.08,1.7545161358413703,66.67,2026-01-09 17:51
740,95.54,🔴 CRÍTICO,C1474976180,M348934600,es_transportation,307.63,Padrão geral suspeito detectado pelo modelo,0,236.13,1.3028247648945566,4.24,2026-01-09 17:51
741,95.48,🔴 CRÍTICO,C1163635747,M855959430,es_hyper,246.07,Merchant com histórico de fraudes (93.0%),0,169.26,1.4537988806936142,92.97,2026-01-09 17:51
742,95.48,🔴 CRÍTICO,C574062699,M348934600,es_transportation,547.22,Merchant com histórico de fraudes (81.9%),0,266.8,2.051034824647548,81.9,2026-01-09 17:51
743,95.44,🔴 CRÍTICO,C1283534588,M348934600,es_transportation,336.94,Merchant com histórico de fraudes (11.5%),0,160.67,2.0970934082461357,11.47,2026-01-09 17:51
744,95.42,🔴 CRÍTICO,C742784538,M1823072687,es_transportation,274.5,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 7.0x acima da média,2,39.39,6.969363397866535,95.71,2026-01-09 17:51
745,95.4,🔴 CRÍTICO,C979437396,M348934600,es_transportation,359.61,Valor acima do padrão do cliente | Valor 7.0x acima da média,2,51.44,6.990620329681006,1.63,2026-01-09 17:51
746,95.38,🔴 CRÍTICO,C1023803355,M348934600,es_transportation,241.02,Valor acima do padrão do cliente | Merchant com histórico de fraudes (93.0%),2,48.57,4.961931705708305,92.97,2026-01-09 17:51
747,95.36,🔴 CRÍTICO,C876777476,M348934600,es_transportation,290.16,Merchant com histórico de fraudes (7.4%),1,84.21,3.4456714945294924,7.42,2026-01-09 17:51
748,95.33,🔴 CRÍTICO,C409740988,M348934600,es_transportation,198.61,Merchant com histórico de fraudes (81.9%),0,110.33,1.8002009455028232,81.9,2026-01-09 17:51
749,95.29,🔴 CRÍTICO,C1971153898,M348934600,es_transportation,157.81,Padrão geral suspeito detectado pelo modelo,0,326.46,0.48339765826319403,4.24,2026-01-09 17:51
750,95.23,🔴 CRÍTICO,C1936855292,M348934600,es_transportation,319.28,Merchant com histórico de fraudes (43.9%),1,86.28,3.7002954893632096,43.88,2026-01-09 17:51
751,95.2,🔴 CRÍTICO,C188367998,M1823072687,es_transportation,189.18,Merchant com histórico de fraudes (21.0%),0,577.58,0.32753721233562466,20.97,2026-01-09 17:51
752,95.18,🔴 CRÍTICO,C1860775846,M348934600,es_transportation,17.27,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (66.7%),1,515.7,0.03348874456030342,66.67,2026-01-09 17:51
753,95.12,🔴 CRÍTICO,C1424475955,M348934600,es_transportation,238.15,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 5.4x acima da média,2,43.79,5.438420660587004,81.9,2026-01-09 17:51
754,95.11,🔴 CRÍTICO,C1046896257,M1823072687,es_transportation,206.52,Merchant com histórico de fraudes (21.0%),0,811.64,0.25444841141685287,20.97,2026-01-09 17:51
755,95.1,🔴 CRÍTICO,C1101213728,M1823072687,es_transportation,359.27,Merchant com histórico de fraudes (30.2%),1,108.12,3.322916100685208,30.24,2026-01-09 17:51
756,95.05,🔴 CRÍTICO,C1095821033,M1823072687,es_transportation,183.14,Merchant com histórico de fraudes (83.4%),1,58.35,3.1387675132952637,83.4,2026-01-09 17:51
757,94.98,🔴 CRÍTICO,C1979396384,M348934600,es_transportation,154.11,Merchant com histórico de fraudes (22.8%),0,320.29,0.48116076518025697,22.77,2026-01-09 17:51
758,94.93,🔴 CRÍTICO,C23049140,M348934600,es_transportation,213.12,Merchant com histórico de fraudes (81.9%),0,169.81,1.255049754107239,81.9,2026-01-09 17:51
759,94.87,🔴 CRÍTICO,C970603000,M348934600,es_transportation,261.35,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (43.9%) | Valor 5.4x acima da média,2,47.96,5.449579680207853,43.88,2026-01-09 17:51
760,94.79,🔴 CRÍTICO,C82079505,M1823072687,es_transportation,192.04,Merchant com histórico de fraudes (34.8%),0,182.93,1.049790899790682,34.8,2026-01-09 17:51
761,94.77,🔴 CRÍTICO,C1067734462,M348934600,es_transportation,50.56,Merchant com histórico de fraudes (81.9%),0,577.58,0.08753716807109199,81.9,2026-01-09 17:51
762,94.74,🔴 CRÍTICO,C75274383,M1823072687,es_transportation,272.48,Merchant com histórico de fraudes (83.9%),0,91.17,2.988652722931292,83.9,2026-01-09 17:51
763,94.65,🔴 CRÍTICO,C627811000,M348934600,es_transportation,127.18,Merchant com histórico de fraudes (83.9%),0,325.81,0.39034700802399636,83.9,2026-01-09 17:51
764,94.56,🔴 CRÍTICO,C725705195,M348934600,es_transportation,289.78,Valor acima do padrão do cliente | Merchant com histórico de fraudes (10.4%) | Valor 6.2x acima da média,2,46.98,6.167705243625368,10.42,2026-01-09 17:51
765,94.56,🔴 CRÍTICO,C851731350,M151143676,es_barsandrestaurants,237.2,Merchant com histórico de fraudes (43.9%),0,811.64,0.29224851437186466,43.88,2026-01-09 17:51
766,94.54,🔴 CRÍTICO,C1263107170,M209847108,es_wellnessandbeauty,307.46,Merchant com histórico de fraudes (22.8%),0,150.48,2.0431272084053083,22.77,2026-01-09 17:51
767,94.53,🔴 CRÍTICO,C987955759,M1823072687,es_transportation,374.24,Merchant com histórico de fraudes (34.8%),0,236.13,1.5849206514778755,34.8,2026-01-09 17:51
768,94.5,🔴 CRÍTICO,C1846578588,M348934600,es_transportation,236.27,Merchant com histórico de fraudes (11.3%),0,320.29,0.7376799298497133,11.25,2026-01-09 17:51
769,94.49,🔴 CRÍTICO,C1207877529,M1823072687,es_transportation,335.5,Valor acima do padrão do cliente | Valor 7.1x acima da média,2,47.46,7.0691106812239655,1.63,2026-01-09 17:51
770,94.46,🔴 CRÍTICO,C1902104464,M1823072687,es_transportation,521.84,Merchant com histórico de fraudes (11.5%),0,263.64,1.9793713557185284,11.45,2026-01-09 17:51
771,94.46,🔴 CRÍTICO,C1046896257,M348934600,es_transportation,204.5,Merchant com histórico de fraudes (81.9%),0,236.69,0.8640114883361485,81.9,2026-01-09 17:51
772,94.45,🔴 CRÍTICO,C720418898,M855959430,es_hyper,240.01,Merchant com histórico de fraudes (21.0%),0,471.55,0.5089801194802678,20.97,2026-01-09 17:51
773,94.4,🔴 CRÍTICO,C908342050,M348934600,es_transportation,291.46,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 7.0x acima da média,2,41.73,6.984477499946815,11.47,2026-01-09 17:51
774,94.31,🔴 CRÍTICO,C1187979419,M348934600,es_transportation,236.58,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 5.8x acima da média,2,40.5,5.841693453925286,95.71,2026-01-09 17:51
775,94.27,🔴 CRÍTICO,C2123693067,M348934600,es_transportation,265.05,Merchant com histórico de fraudes (21.0%),0,176.45,1.5020997007582773,20.97,2026-01-09 17:51
776,94.22,🔴 CRÍTICO,C1126112663,M1823072687,es_transportation,57.05,Merchant com histórico de fraudes (43.9%),0,320.29,0.17812096329591628,43.88,2026-01-09 17:51
777,94.18,🔴 CRÍTICO,C626836922,M348934600,es_transportation,237.01,Valor acima do padrão do cliente | Merchant com histórico de fraudes (7.4%) | Valor 7.1x acima da média,2,33.42,7.092879674732467,7.42,2026-01-09 17:51
778,94.15,🔴 CRÍTICO,C1305339250,M1823072687,es_transportation,261.47,Valor acima do padrão do cliente | Merchant com histórico de fraudes (34.8%) | Valor 7.0x acima da média,2,37.1,7.048361770760789,34.8,2026-01-09 17:51
779,94.13,🔴 CRÍTICO,C942160317,M348934600,es_transportation,57.52,Merchant com histórico de fraudes (43.9%),0,515.7,0.1115386558835352,43.88,2026-01-09 17:51
780,94.08,🔴 CRÍTICO,C1067734462,M348934600,es_transportation,1013.23,Merchant com histórico de fraudes (43.9%),0,897.94,1.1283875948656237,43.88,2026-01-09 17:51
781,93.99,🔴 CRÍTICO,C438957460,M1823072687,es_transportation,167.62,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%),2,35.27,4.75290425137997,81.9,2026-01-09 17:51
782,93.77,🔴 CRÍTICO,C938915039,M348934600,es_transportation,289.33,Merchant com histórico de fraudes (43.9%),0,107.85,2.682707439196037,43.88,2026-01-09 17:51
783,93.72,🔴 CRÍTICO,C497088099,M348934600,es_transportation,129.22,Merchant com histórico de fraudes (43.9%),0,263.64,0.49013944233088347,43.88,2026-01-09 17:51
784,93.69,🔴 CRÍTICO,C2055186059,M1823072687,es_transportation,263.07,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%),2,59.39,4.429782143638604,43.88,2026-01-09 17:51
785,93.65,🔴 CRÍTICO,C856674856,M348934600,es_transportation,384.79,Merchant com histórico de fraudes (7.4%),0,275.48,1.3967870430957097,7.42,2026-01-09 17:51
786,93.63,🔴 CRÍTICO,C390271010,M348934600,es_transportation,272.19,Merchant com histórico de fraudes (43.9%) | Valor 5.4x acima da média,1,50.46,5.394030966402706,43.88,2026-01-09 17:51
